code,term
I850,Oesophageal varices with bleeding
K221,Ulcer of oesophagus
K226,Gastro-oesophageal laceration-haemorrhage syndrome
K25,Gastric ulcer
K250,Gastric ulcer : Acute with haemorrhage
K251,Gastric ulcer : Acute with perforation
K252,Gastric ulcer : Acute with both haemorrhage and perforation
K253,Gastric ulcer : Acute without haemorrhage or perforation
K254,Gastric ulcer : Chronic or unspecified with haemorrhage
K255,Gastric ulcer : Chronic or unspecified with perforation
K256,Gastric ulcer : Chronic or unspecified with both haemorrhage and perforation
K257,Gastric ulcer : Chronic without haemorrhage or perforation
K259,"Gastric ulcer : Unspecified as acute or chronic, without haemorrhage or perforation"
K26,Duodenal ulcer
K260,Duodenal ulcer : Acute with haemorrhage
K261,Duodenal ulcer : Acute with perforation
K262,Duodenal ulcer : Acute with both haemorrhage and perforation
K263,Duodenal ulcer : Acute without haemorrhage or perforation
K264,Duodenal ulcer : Chronic or unspecified with haemorrhage
K265,Duodenal ulcer : Chronic or unspecified with perforation
K266,Duodenal ulcer : Chronic or unspecified with both haemorrhage and perforation
K267,Duodenal ulcer : Chronic without haemorrhage or perforation
K269,"Duodenal ulcer : Unspecified as acute or chronic, without haemorrhage or perforation"
K27,"Peptic ulcer, site unspecified"
K270,"Peptic ulcer, site unspecified : Acute with haemorrhage"
K271,"Peptic ulcer, site unspecified : Acute with perforation"
K272,"Peptic ulcer, site unspecified : Acute with both haemorrhage and perforation"
K273,"Peptic ulcer, site unspecified : Acute without haemorrhage or perforation"
K274,"Peptic ulcer, site unspecified : Chronic or unspecified with haemorrhage"
K275,"Peptic ulcer, site unspecified : Chronic or unspecified with perforation"
K276,"Peptic ulcer, site unspecified : Chronic or unspecified with both haemorrhage and perforation"
K277,"Peptic ulcer, site unspecified : Chronic without haemorrhage or perforation"
K279,"Peptic ulcer, site unspecified : Unspecified as acute or chronic, without haemorrhage or perforation"
K28,Gastrojejunal ulcer
K280,Gastrojejunal ulcer : Acute with haemorrhage
K281,Gastrojejunal ulcer : Acute with perforation
K282,Gastrojejunal ulcer : Acute with both haemorrhage and perforation
K283,Gastrojejunal ulcer : Acute without haemorrhage or perforation
K284,Gastrojejunal ulcer : Chronic or unspecified with haemorrhage
K285,Gastrojejunal ulcer : Chronic or unspecified with perforation
K286,Gastrojejunal ulcer : Chronic or unspecified with both haemorrhage and perforation
K287,Gastrojejunal ulcer : Chronic without haemorrhage or perforation
K289,"Gastrojejunal ulcer : Unspecified as acute or chronic, without haemorrhage or perforation"
K51,Ulcerative colitis
K510,Ulcerative (chronic) pancolitis
K512,Ulcerative (chronic) proctitis
K513,Ulcerative (chronic) rectosigmoiditis
K514,Inflammatory polyps
K515,Left sided colitis
K518,Other ulcerative colitis
K519,"Ulcerative colitis, unspecified"
K626,Ulcer of anus and rectum
K633,Ulcer of intestine
K921,Melaena
